id,Host Id,Host Since,anio,mes,cant,Neighbourhood 
132,13908,2009/04/18,2009,7,1,Manhattan
133,14063,2009/04/19,2009,7,1,Brooklyn
134,14204,2009/04/20,2009,7,1,Brooklyn
135,14204,2009/04/20,2009,7,1,Brooklyn
136,15192,2009/04/28,2009,7,1,Brooklyn
137,15154,2009/04/28,2009,7,1,Manhattan
138,15167,2009/04/28,2009,7,1,Manhattan
139,15261,2009/04/29,2009,7,1,Brooklyn
140,15523,2009/05/01,2009,7,1,Staten Island
141,15742,2009/05/04,2009,7,1,Manhattan
142,15964,2009/05/06,2009,7,1,Brooklyn
143,16851,2009/05/12,2009,7,1,Brooklyn
144,16800,2009/05/12,2009,7,1,Manhattan
145,16800,2009/05/12,2009,7,1,Manhattan
146,16883,2009/05/13,2009,7,1,Manhattan
147,17296,2009/05/15,2009,7,1,Manhattan
148,17571,2009/05/17,2009,7,1,Brooklyn
149,17571,2009/05/17,2009,7,1,Brooklyn
150,17655,2009/05/18,2009,7,1,Manhattan
151,17930,2009/05/19,2009,7,1,Brooklyn
152,17798,2009/05/19,2009,7,1,Manhattan
153,17985,2009/05/20,2009,7,1,Manhattan
154,18118,2009/05/20,2009,7,1,Manhattan
155,18229,2009/05/21,2009,7,1,Brooklyn
156,18174,2009/05/21,2009,7,1,Manhattan
157,18374,2009/05/22,2009,7,1,Manhattan
158,18611,2009/05/24,2009,7,1,Manhattan
159,18642,2009/05/24,2009,7,1,Manhattan
160,18729,2009/05/25,2009,7,1,Brooklyn
161,19031,2009/05/27,2009,7,1,Manhattan
162,19852,2009/06/02,2009,7,1,Manhattan
163,19969,2009/06/03,2009,7,1,Manhattan
164,20149,2009/06/04,2009,7,1,Brooklyn
165,20805,2009/06/09,2009,7,1,Brooklyn
166,21286,2009/06/12,2009,7,1,Manhattan
167,21306,2009/06/12,2009,7,1,Brooklyn
168,21475,2009/06/14,2009,7,1,Manhattan
169,21823,2009/06/16,2009,7,1,Brooklyn
170,21904,2009/06/16,2009,7,1,Manhattan
171,22220,2009/06/18,2009,7,1,Manhattan
172,22486,2009/06/20,2009,7,1,Brooklyn
173,22486,2009/06/20,2009,7,1,Brooklyn
174,22486,2009/06/20,2009,7,1,Brooklyn
175,22486,2009/06/20,2009,7,1,Brooklyn
176,22486,2009/06/20,2009,7,1,Brooklyn
177,22486,2009/06/20,2009,7,1,Brooklyn
178,22486,2009/06/20,2009,7,1,Brooklyn
179,23048,2009/06/24,2009,7,1,Brooklyn
180,23276,2009/06/25,2009,7,1,Brooklyn
181,23193,2009/06/25,2009,7,1,Brooklyn
182,23435,2009/06/26,2009,7,1,Manhattan
183,23577,2009/06/28,2009,7,1,Brooklyn
184,23727,2009/06/29,2009,7,1,Brooklyn
185,23633,2009/06/29,2009,7,1,Brooklyn
186,23856,2009/06/30,2009,7,1,Brooklyn
187,23843,2009/06/30,2009,7,1,Manhattan
188,24000,2009/07/01,2009,7,1,Manhattan
189,24222,2009/07/02,2009,7,1,Manhattan
190,24901,2009/07/08,2009,7,1,Brooklyn
191,25183,2009/07/10,2009,7,1,Brooklyn
192,25183,2009/07/10,2009,7,1,Brooklyn
193,25100,2009/07/10,2009,7,1,Manhattan
194,25533,2009/07/13,2009,7,1,Manhattan
195,25533,2009/07/13,2009,7,1,Manhattan
196,25533,2009/07/13,2009,7,1,Manhattan
197,25551,2009/07/14,2009,7,1,Brooklyn
198,25632,2009/07/14,2009,7,1,Brooklyn
199,26210,2009/07/19,2009,7,1,Manhattan
200,26333,2009/07/20,2009,7,1,Manhattan
201,26640,2009/07/21,2009,7,1,Manhattan
202,26640,2009/07/21,2009,7,1,Manhattan
203,26640,2009/07/21,2009,7,1,Manhattan
204,27104,2009/07/23,2009,7,1,Manhattan
205,27580,2009/07/26,2009,7,1,Brooklyn
206,27969,2009/07/27,2009,7,1,Manhattan
207,27848,2009/07/27,2009,7,1,Queens
208,27848,2009/07/27,2009,7,1,Queens
209,27848,2009/07/27,2009,7,1,Queens
210,27848,2009/07/27,2009,7,1,Queens
211,27848,2009/07/27,2009,7,1,Queens
212,27848,2009/07/27,2009,7,1,Queens
213,27848,2009/07/27,2009,7,1,Queens
214,28267,2009/07/28,2009,7,1,Brooklyn
215,28217,2009/07/28,2009,7,1,Brooklyn
216,28738,2009/07/30,2009,7,1,Manhattan
217,28702,2009/07/30,2009,7,1,Manhattan
218,29096,2009/08/01,2009,7,1,Manhattan
219,29642,2009/08/04,2009,7,1,Manhattan
220,29642,2009/08/04,2009,7,1,Manhattan
221,29805,2009/08/05,2009,7,1,Brooklyn
222,29762,2009/08/05,2009,7,1,Brooklyn
223,29762,2009/08/05,2009,7,1,Brooklyn
224,29762,2009/08/05,2009,7,1,Brooklyn
225,29762,2009/08/05,2009,7,1,Brooklyn
226,29762,2009/08/05,2009,7,1,Brooklyn
227,29762,2009/08/05,2009,7,1,Brooklyn
228,29762,2009/08/05,2009,7,1,Brooklyn
229,30193,2009/08/06,2009,7,1,Manhattan
230,30529,2009/08/08,2009,7,1,Brooklyn
231,30811,2009/08/10,2009,7,1,Manhattan
232,30990,2009/08/11,2009,7,1,Manhattan
233,32045,2009/08/16,2009,7,1,Manhattan
234,32105,2009/08/17,2009,7,1,Manhattan
235,32169,2009/08/17,2009,7,1,Brooklyn
236,32169,2009/08/17,2009,7,1,Brooklyn
237,32169,2009/08/17,2009,7,1,Brooklyn
238,32330,2009/08/18,2009,7,1,Manhattan
239,32330,2009/08/18,2009,7,1,Manhattan
240,32330,2009/08/18,2009,7,1,Manhattan
241,32330,2009/08/18,2009,7,1,Manhattan
242,32330,2009/08/18,2009,7,1,Manhattan
243,32294,2009/08/18,2009,7,1,Manhattan
244,32294,2009/08/18,2009,7,1,Manhattan
245,32704,2009/08/19,2009,7,1,Manhattan
246,32704,2009/08/19,2009,7,1,Manhattan
247,32800,2009/08/20,2009,7,1,Brooklyn
248,32774,2009/08/20,2009,7,1,Brooklyn
249,33405,2009/08/23,2009,7,1,Brooklyn
250,33279,2009/08/23,2009,7,1,Manhattan
251,33279,2009/08/23,2009,7,1,Manhattan
252,33279,2009/08/23,2009,7,1,Manhattan
253,33279,2009/08/23,2009,7,1,Manhattan
254,33279,2009/08/23,2009,7,1,Manhattan
255,33279,2009/08/23,2009,7,1,Manhattan
256,33279,2009/08/23,2009,7,1,Manhattan
257,33279,2009/08/23,2009,7,1,Manhattan
258,33279,2009/08/23,2009,7,1,Brooklyn
259,34128,2009/08/26,2009,7,1,Brooklyn
260,35017,2009/08/30,2009,7,1,Manhattan
261,34915,2009/08/30,2009,7,1,Manhattan
262,35271,2009/08/31,2009,7,1,Manhattan
263,35271,2009/08/31,2009,7,1,Manhattan
264,35271,2009/08/31,2009,7,1,Manhattan
265,35271,2009/08/31,2009,7,1,Manhattan
266,35271,2009/08/31,2009,7,1,Manhattan
267,35377,2009/09/01,2009,7,1,Manhattan
268,35935,2009/09/03,2009,7,1,Brooklyn
269,36017,2009/09/03,2009,7,1,Brooklyn
270,35845,2009/09/03,2009,7,1,Brooklyn
271,35935,2009/09/03,2009,7,1,Brooklyn
272,35935,2009/09/03,2009,7,1,Brooklyn
273,35935,2009/09/03,2009,7,1,Brooklyn
274,36841,2009/09/07,2009,7,1,Brooklyn
275,36897,2009/09/07,2009,7,1,Manhattan
276,37286,2009/09/09,2009,7,1,Brooklyn
277,37286,2009/09/09,2009,7,1,Brooklyn
278,37809,2009/09/11,2009,7,1,Brooklyn
279,38265,2009/09/13,2009,7,1,Brooklyn
280,38434,2009/09/14,2009,7,1,Brooklyn
281,38513,2009/09/14,2009,7,1,Brooklyn
282,38648,2009/09/15,2009,7,1,Manhattan
283,38694,2009/09/15,2009,7,1,Brooklyn
284,38649,2009/09/15,2009,7,1,Manhattan
285,38736,2009/09/15,2009,7,1,Manhattan
286,39260,2009/09/17,2009,7,1,Manhattan
287,39636,2009/09/19,2009,7,1,Brooklyn
288,39866,2009/09/20,2009,7,1,Manhattan
289,39827,2009/09/20,2009,7,1,Manhattan
290,40275,2009/09/21,2009,7,1,Brooklyn
291,40100,2009/09/21,2009,7,1,Manhattan
292,41091,2009/09/24,2009,7,1,Brooklyn
293,40893,2009/09/24,2009,7,1,Brooklyn
294,41091,2009/09/24,2009,7,1,Brooklyn
295,41249,2009/09/25,2009,7,1,Brooklyn
296,41358,2009/09/26,2009,7,1,Brooklyn
297,41437,2009/09/26,2009,7,1,Brooklyn
298,42273,2009/09/29,2009,7,1,Brooklyn
299,42032,2009/09/29,2009,7,1,Manhattan
300,42756,2009/10/01,2009,7,1,Brooklyn
301,42756,2009/10/01,2009,7,1,Brooklyn
302,42756,2009/10/01,2009,7,1,Brooklyn
303,43321,2009/10/04,2009,7,1,Brooklyn
304,43671,2009/10/05,2009,7,1,Brooklyn
305,43772,2009/10/06,2009,7,1,Brooklyn
306,44136,2009/10/07,2009,7,1,Brooklyn
307,44145,2009/10/07,2009,7,1,Brooklyn
308,44029,2009/10/07,2009,7,1,Brooklyn
309,44263,2009/10/08,2009,7,1,Manhattan
310,45016,2009/10/11,2009,7,1,Brooklyn
311,45098,2009/10/11,2009,7,1,Brooklyn
312,45120,2009/10/11,2009,7,1,Manhattan
313,45445,2009/10/12,2009,7,1,Brooklyn
314,45324,2009/10/12,2009,7,1,Queens
315,45324,2009/10/12,2009,7,1,Queens
316,45324,2009/10/12,2009,7,1,Queens
317,45324,2009/10/12,2009,7,1,Queens
318,45324,2009/10/12,2009,7,1,Queens
319,45609,2009/10/13,2009,7,1,Brooklyn
320,45587,2009/10/13,2009,7,1,Manhattan
321,45682,2009/10/13,2009,7,1,Manhattan
322,45775,2009/10/14,2009,7,1,Brooklyn
323,46529,2009/10/17,2009,7,1,Brooklyn
324,46650,2009/10/18,2009,7,1,Brooklyn
325,46650,2009/10/18,2009,7,1,Manhattan
326,46969,2009/10/19,2009,7,1,Staten Island
327,46978,2009/10/19,2009,7,1,Manhattan
328,46978,2009/10/19,2009,7,1,Manhattan
329,46978,2009/10/19,2009,7,1,Manhattan
330,47691,2009/10/22,2009,7,1,Manhattan
331,47716,2009/10/22,2009,7,1,Brooklyn
332,47618,2009/10/22,2009,7,1,Brooklyn
333,47737,2009/10/22,2009,7,1,Manhattan
334,48143,2009/10/25,2009,7,1,Manhattan
335,48143,2009/10/25,2009,7,1,Manhattan
336,48143,2009/10/25,2009,7,1,Manhattan
337,48143,2009/10/25,2009,7,1,Manhattan
338,48165,2009/10/25,2009,7,1,Manhattan
339,48247,2009/10/26,2009,7,1,Brooklyn
340,48599,2009/10/27,2009,7,1,Manhattan
341,48599,2009/10/27,2009,7,1,Manhattan
342,48957,2009/10/28,2009,7,1,Brooklyn
343,49236,2009/10/28,2009,7,1,Manhattan
344,49236,2009/10/28,2009,7,1,Manhattan
345,49366,2009/10/29,2009,7,1,Brooklyn
346,49623,2009/10/29,2009,7,1,Manhattan
347,49875,2009/10/30,2009,7,1,Queens
348,50148,2009/10/31,2009,7,1,Brooklyn
349,50148,2009/10/31,2009,7,1,Brooklyn
350,50335,2009/10/31,2009,7,1,Manhattan
351,50124,2009/10/31,2009,7,1,Queens
352,50912,2009/11/02,2009,7,1,Brooklyn
353,51038,2009/11/03,2009,7,1,Brooklyn
354,51038,2009/11/03,2009,7,1,Brooklyn
355,51038,2009/11/03,2009,7,1,Brooklyn
356,51038,2009/11/03,2009,7,1,Brooklyn
357,51038,2009/11/03,2009,7,1,Brooklyn
358,51618,2009/11/05,2009,7,1,Manhattan
359,52034,2009/11/06,2009,7,1,Brooklyn
360,52007,2009/11/06,2009,7,1,Queens
361,52233,2009/11/07,2009,7,1,Brooklyn
362,52263,2009/11/07,2009,7,1,Manhattan
363,52335,2009/11/08,2009,7,1,Brooklyn
364,52751,2009/11/09,2009,7,1,Manhattan
365,52788,2009/11/09,2009,7,1,Manhattan
366,52677,2009/11/09,2009,7,1,Manhattan
367,53024,2009/11/10,2009,7,1,Brooklyn
368,53132,2009/11/10,2009,7,1,Brooklyn
369,53179,2009/11/11,2009,7,1,Brooklyn
370,54090,2009/11/13,2009,7,1,Manhattan
371,53867,2009/11/13,2009,7,1,Manhattan
372,54255,2009/11/14,2009,7,1,Brooklyn
373,54255,2009/11/14,2009,7,1,Brooklyn
374,54253,2009/11/14,2009,7,1,Manhattan
375,54253,2009/11/14,2009,7,1,Manhattan
376,54275,2009/11/14,2009,7,1,Brooklyn
377,54275,2009/11/14,2009,7,1,Brooklyn
378,54275,2009/11/14,2009,7,1,Brooklyn
379,54255,2009/11/14,2009,7,1,Brooklyn
380,54622,2009/11/15,2009,7,1,Brooklyn
381,54622,2009/11/15,2009,7,1,Brooklyn
382,54712,2009/11/16,2009,7,1,Brooklyn
383,54712,2009/11/16,2009,7,1,Brooklyn
384,54833,2009/11/16,2009,7,1,Manhattan
385,55176,2009/11/17,2009,7,1,Brooklyn
386,55298,2009/11/17,2009,7,1,Manhattan
387,55298,2009/11/17,2009,7,1,Manhattan
388,55298,2009/11/17,2009,7,1,Manhattan
389,55298,2009/11/17,2009,7,1,Manhattan
390,55298,2009/11/17,2009,7,1,Manhattan
391,55298,2009/11/17,2009,7,1,Manhattan
392,55021,2009/11/17,2009,7,1,Manhattan
393,55021,2009/11/17,2009,7,1,Manhattan
394,55021,2009/11/17,2009,7,1,Manhattan
395,55289,2009/11/17,2009,7,1,Manhattan
396,55458,2009/11/18,2009,7,1,Brooklyn
397,55469,2009/11/18,2009,7,1,Brooklyn
398,55469,2009/11/18,2009,7,1,Brooklyn
399,55469,2009/11/18,2009,7,1,Brooklyn
400,55469,2009/11/18,2009,7,1,Brooklyn
401,55421,2009/11/18,2009,7,1,Manhattan
402,55775,2009/11/19,2009,7,1,Brooklyn
403,56104,2009/11/20,2009,7,1,Brooklyn
404,56246,2009/11/21,2009,7,1,Brooklyn
405,56284,2009/11/21,2009,7,1,Manhattan
406,56326,2009/11/21,2009,7,1,Manhattan
407,56512,2009/11/22,2009,7,1,Brooklyn
408,56663,2009/11/22,2009,7,1,Manhattan
409,56471,2009/11/22,2009,7,1,Manhattan
410,56653,2009/11/22,2009,7,1,Manhattan
411,56990,2009/11/23,2009,7,1,Brooklyn
412,56944,2009/11/23,2009,7,1,Manhattan
413,56944,2009/11/23,2009,7,1,Manhattan
414,56944,2009/11/23,2009,7,1,Manhattan
415,56944,2009/11/23,2009,7,1,Manhattan
416,57101,2009/11/24,2009,7,1,Queens
417,57101,2009/11/24,2009,7,1,Queens
418,57406,2009/11/25,2009,7,1,Brooklyn
419,57574,2009/11/25,2009,7,1,Brooklyn
420,57877,2009/11/26,2009,7,1,Manhattan
421,57877,2009/11/26,2009,7,1,Manhattan
422,57877,2009/11/26,2009,7,1,Manhattan
423,57877,2009/11/26,2009,7,1,Manhattan
424,58366,2009/11/29,2009,7,1,Manhattan
425,58546,2009/11/29,2009,7,1,Manhattan
426,58745,2009/11/30,2009,7,1,Brooklyn
427,58702,2009/11/30,2009,7,1,Manhattan
428,59185,2009/12/01,2009,7,1,Manhattan
429,59254,2009/12/01,2009,7,1,Manhattan
430,59028,2009/12/01,2009,7,1,Brooklyn
431,58979,2009/12/01,2009,7,1,Manhattan
432,59023,2009/12/01,2009,7,1,Manhattan
433,59172,2009/12/01,2009,7,1,Manhattan
434,59172,2009/12/01,2009,7,1,Manhattan
435,59172,2009/12/01,2009,7,1,Manhattan
436,59172,2009/12/01,2009,7,1,Manhattan
437,59172,2009/12/01,2009,7,1,Manhattan
438,59172,2009/12/01,2009,7,1,Manhattan
439,59172,2009/12/01,2009,7,1,Manhattan
440,59777,2009/12/03,2009,7,1,Brooklyn
441,59734,2009/12/03,2009,7,1,Manhattan
442,59734,2009/12/03,2009,7,1,Manhattan
443,59777,2009/12/03,2009,7,1,Brooklyn
444,59777,2009/12/03,2009,7,1,Brooklyn
445,59777,2009/12/03,2009,7,1,Brooklyn
446,59777,2009/12/03,2009,7,1,Brooklyn
447,59777,2009/12/03,2009,7,1,Brooklyn
448,59777,2009/12/03,2009,7,1,Brooklyn
449,59734,2009/12/03,2009,7,1,Manhattan
450,59734,2009/12/03,2009,7,1,Manhattan
451,60038,2009/12/04,2009,7,1,Brooklyn
452,60046,2009/12/04,2009,7,1,Brooklyn
453,60049,2009/12/04,2009,7,1,Manhattan
454,60252,2009/12/05,2009,7,1,Brooklyn
455,60185,2009/12/05,2009,7,1,Manhattan
456,60270,2009/12/05,2009,7,1,Manhattan
457,60584,2009/12/06,2009,7,1,Manhattan
458,60584,2009/12/06,2009,7,1,Manhattan
459,60787,2009/12/07,2009,7,1,Brooklyn
460,60787,2009/12/07,2009,7,1,Brooklyn
461,60885,2009/12/07,2009,7,1,Brooklyn
462,60944,2009/12/07,2009,7,1,Manhattan
463,60923,2009/12/07,2009,7,1,Manhattan
464,60810,2009/12/07,2009,7,1,Brooklyn
465,60810,2009/12/07,2009,7,1,Manhattan
466,61161,2009/12/08,2009,7,1,Manhattan
467,61403,2009/12/09,2009,7,1,Brooklyn
468,61531,2009/12/09,2009,7,1,Brooklyn
469,61414,2009/12/09,2009,7,1,Brooklyn
470,61414,2009/12/09,2009,7,1,Brooklyn
471,61414,2009/12/09,2009,7,1,Brooklyn
472,61414,2009/12/09,2009,7,1,Brooklyn
473,61414,2009/12/09,2009,7,1,Brooklyn
474,61531,2009/12/09,2009,7,1,Brooklyn
475,61494,2009/12/09,2009,7,1,Manhattan
476,61446,2009/12/09,2009,7,1,Manhattan
477,61531,2009/12/09,2009,7,1,Brooklyn
478,61852,2009/12/10,2009,7,1,Manhattan
479,62001,2009/12/10,2009,7,1,Manhattan
480,61862,2009/12/10,2009,7,1,Queens
481,62352,2009/12/11,2009,7,1,Brooklyn
482,62316,2009/12/11,2009,7,1,Manhattan
483,62330,2009/12/11,2009,7,1,Manhattan
484,62583,2009/12/12,2009,7,1,Brooklyn
485,62541,2009/12/12,2009,7,1,Manhattan
486,62407,2009/12/12,2009,7,1,Manhattan
487,62508,2009/12/12,2009,7,1,Manhattan
488,62407,2009/12/12,2009,7,1,Manhattan
489,62687,2009/12/13,2009,7,1,Brooklyn
490,62791,2009/12/13,2009,7,1,Manhattan
491,62745,2009/12/13,2009,7,1,Manhattan
492,62855,2009/12/13,2009,7,1,Brooklyn
493,62812,2009/12/13,2009,7,1,Manhattan
494,62955,2009/12/14,2009,7,1,Manhattan
495,63036,2009/12/14,2009,7,1,Manhattan
496,63116,2009/12/14,2009,7,1,Queens
497,63349,2009/12/15,2009,7,1,Brooklyn
498,63349,2009/12/15,2009,7,1,Brooklyn
499,63349,2009/12/15,2009,7,1,Brooklyn
500,63318,2009/12/15,2009,7,1,Manhattan
501,63607,2009/12/16,2009,7,1,Brooklyn
502,63588,2009/12/16,2009,7,1,Brooklyn
503,63588,2009/12/16,2009,7,1,Brooklyn
504,63613,2009/12/16,2009,7,1,Brooklyn
505,63613,2009/12/16,2009,7,1,Brooklyn
506,63607,2009/12/16,2009,7,1,Brooklyn
507,63945,2009/12/17,2009,7,1,Brooklyn
508,63859,2009/12/17,2009,7,1,Brooklyn
509,63924,2009/12/17,2009,7,1,Manhattan
510,64164,2009/12/18,2009,7,1,Manhattan
511,64334,2009/12/19,2009,7,1,Brooklyn
512,64442,2009/12/19,2009,7,1,Manhattan
513,64522,2009/12/20,2009,7,1,Brooklyn
514,64644,2009/12/20,2009,7,1,Brooklyn
515,64687,2009/12/20,2009,7,1,Manhattan
516,64894,2009/12/21,2009,7,1,Manhattan
517,65179,2009/12/22,2009,7,1,Brooklyn
518,65197,2009/12/22,2009,7,1,Manhattan
519,65179,2009/12/22,2009,7,1,Queens
520,65179,2009/12/22,2009,7,1,Brooklyn
521,65059,2009/12/22,2009,7,1,Manhattan
522,65212,2009/12/23,2009,7,1,Brooklyn
523,65591,2009/12/25,2009,7,1,Brooklyn
524,65676,2009/12/25,2009,7,1,Manhattan
525,65837,2009/12/26,2009,7,1,Manhattan
526,65804,2009/12/26,2009,7,1,Brooklyn
527,66087,2009/12/27,2009,7,1,Brooklyn
528,66087,2009/12/27,2009,7,1,Brooklyn
529,66087,2009/12/27,2009,7,1,Brooklyn
530,66087,2009/12/27,2009,7,1,Brooklyn
531,66071,2009/12/27,2009,7,1,Brooklyn
532,66087,2009/12/27,2009,7,1,Brooklyn
533,66061,2009/12/27,2009,7,1,Manhattan
534,66276,2009/12/28,2009,7,1,Brooklyn
535,66193,2009/12/28,2009,7,1,Brooklyn
536,66329,2009/12/28,2009,7,1,Brooklyn
537,66104,2009/12/28,2009,7,1,Manhattan
538,66243,2009/12/28,2009,7,1,Manhattan
539,66397,2009/12/29,2009,7,1,Brooklyn
540,66346,2009/12/29,2009,7,1,Manhattan
541,67105,2010/01/02,2010,7,1,Brooklyn
542,67105,2010/01/02,2010,7,1,Brooklyn
543,67105,2010/01/02,2010,7,1,Brooklyn
544,67168,2010/01/02,2010,7,1,Manhattan
545,67180,2010/01/02,2010,7,1,Manhattan
546,67105,2010/01/02,2010,7,1,Manhattan
547,67365,2010/01/03,2010,7,1,Brooklyn
548,67778,2010/01/04,2010,7,1,Brooklyn
549,67778,2010/01/04,2010,7,1,Brooklyn
550,67744,2010/01/04,2010,7,1,Manhattan
